,words,Corrected_IOB2_Labels
42556,GPS,O
42557,Mode,B-PARAMETER
42558,Critically,O
42559,Low,O
42560,Battery,B-COMPONENT
42561,.,O
42562,Aircraft,O
42563,Landing,B-ACTION
42564,Critically,O
42565,low,O
42566,power,O
42567,.,O
42568,Aircraft,O
42569,is,O
42570,landing,O
42571,Critically,O
42572,Low,O
42573,Voltage,B-PARAMETER
42574,.,O
42575,Aircraft,O
42576,will,O
42577,land,O
42578,Data,B-PARAMETER
42579,Recorder,B-COMPONENT
42580,File,O
42581,Index,O
42582,is,O
42583,nnn,O
42584,"""",O
42585,Detected,O
42586,side,O
42587,/,O
42588,backward,O
42589,/,O
42590,forward,O
42591,shock,O
42592,/,O
42593,possible,O
42594,collision,O
42595,",",O
42596,aircraft,O
42597,is,O
42598,pitching,O
42599,/,O
42600,rolling,O
42601,sharply,O
42602,forward,O
42603,/,O
42604,backwards,O
42605,/,O
42606,left,O
42607,/,O
42608,right,O
42609,"""",O
42610,Downlink,B-COMPONENT
42611,data,O
42612,connection,O
42613,lost,O
42614,for,O
42615,nnn,O
42616,seconds,O
42617,Flight,B-ACTION
42618,Mode,B-PARAMETER
42619,Set,B-ACTION
42620,to,O
42621,Attitude,B-PARAMETER
42622,/,O
42623,Atti,B-STATE
42624,Set,B-ACTION
42625,the,O
42626,Flight,B-ACTION
42627,Mode,B-PARAMETER
42628,to,O
42629,P,O
42630,-,O
42631,mode,O
42632,/,O
42633,GPS,O
42634,to,O
42635,ensure,O
42636,flight,O
42637,safety,O
42638,/,O
42639,fly,O
42640,safe,O
42641,GEO,B-STATE
42642,:,O
42643,You,O
42644,are,O
42645,in,O
42646,a,O
42647,Warning,B-ISSUE
42648,Zone,B-COMPONENT
42649,(,O
42650,Airport,O
42651,Class,B-PARAMETER
42652,Airspace,B-COMPONENT
42653,Unpaved,B-STATE
42654,Airports,O
42655,Power,B-PARAMETER
42656,Plant,B-COMPONENT
42657,),O
42658,.,O
42659,Fly,B-ACTION
42660,with,O
42661,caution,O
42662,Home,B-COMPONENT
42663,Point,B-STATE
42664,Recorded,B-FUNCTION
42665,Landing,B-ACTION
42666,Canceled,I-ACTION
42667,"""",O
42668,Low,O
42669,power,O
42670,",",O
42671,please,O
42672,replace,B-ACTION
42673,the,O
42674,battery,O
42675,"""",O
42676,Maximum,O
42677,Flight,B-ACTION
42678,Altitude,B-PARAMETER
42679,Reached,B-ISSUE
42680,.,O
42681,Adjust,B-ACTION
42682,altitude,O
42683,in,O
42684,MC,B-PARAMETER
42685,Settings,B-COMPONENT
42686,if,O
42687,required,B-ACTION
42688,Mobile,B-COMPONENT
42689,device,I-COMPONENT
42690,CPU,B-PARAMETER
42691,fully,O
42692,loaded,B-ACTION
42693,.,O
42694,Related,B-FUNCTION
42695,performance,O
42696,will,O
42697,be,O
42698,affected,O
42699,Not,O
42700,Enough,B-ISSUE
42701,Force,B-PARAMETER
42702,/,O
42703,ESC,B-STATE
42704,Error,B-ISSUE
42705,Return,B-ACTION
42706,-,O
42707,to,O
42708,-,O
42709,Home,B-COMPONENT
42710,Altitude,B-PARAMETER
42711,:,O
42712,nnn,O
42713,Returning,B-ACTION
42714,Home,B-COMPONENT
42715,Setting,B-FUNCTION
42716,new,O
42717,Maximum,O
42718,Flight,B-ACTION
42719,Altitude,B-PARAMETER
42720,to,O
42721,nnn,O
42722,(,O
42723,nnn,O
42724,),O
42725,Setting,B-FUNCTION
42726,new,O
42727,Return,B-ACTION
42728,-,O
42729,To,O
42730,-,O
42731,Home,B-COMPONENT
42732,altitude,O
42733,to,O
42734,nnn,O
42735,(,O
42736,nnn,O
42737,),O
42738,Signal,B-COMPONENT
42739,Lost,B-ISSUE
42740,.,O
42741,Aircraft,O
42742,returning,O
42743,to,O
42744,Home,B-COMPONENT
42745,Point,B-STATE
42746,Strong,I-STATE
42747,wireless,B-COMPONENT
42748,interference,O
42749,.,O
42750,Please,O
42751,fly,O
42752,with,O
42753,caution,O
42754,Taking,B-ACTION
42755,off,O
42756,Warning,B-ISSUE
42757,:,O
42758,Battery,B-COMPONENT
42759,Temperature,B-PARAMETER
42760,Below,O
42761,15,O
42762,°,B-PARAMETER
42763,C,I-PARAMETER
42764,(,O
42765,59F,O
42766,),O
42767,.,O
42768,Warm,B-STATE
42769,battery,O
42770,to,O
42771,above,O
42772,25,O
42773,°,B-PARAMETER
42774,C,I-PARAMETER
42775,(,O
42776,77F,O
42777,),O
42778,before,O
42779,flying,O
42780,Warning,B-ISSUE
42781,:,O
42782,Max,O
42783,Flight,B-ACTION
42784,Altitude,B-PARAMETER
42785,Reached,B-ISSUE
42786,.,O
42787,Adjust,B-ACTION
42788,in,O
42789,Main,O
42790,Controller,B-COMPONENT
42791,Settings,I-COMPONENT
42792,if,O
42793,necessary,O
42794,Warning,B-ISSUE
42795,:,O
42796,Motor,B-COMPONENT
42797,Overloaded,B-STATE
42798,.,O
42799,Aircraft,O
42800,will,O
42801,decelerate,B-ACTION
42802,to,O
42803,ensure,O
42804,safety,O
42805,Yaw,B-COMPONENT
42806,Error,B-ISSUE
42807,Accelerator,O
42808,is,O
42809,Over,O
42810,Range,B-PARAMETER
42811,AE,O
42812,Locked,B-STATE
42813,.,O
42814,Metering,B-ACTION
42815,disabled,O
42816,"""",O
42817,Aircraft,O
42818,is,O
42819,in,O
42820,Attitude,B-PARAMETER
42821,mode,O
42822,",",O
42823,so,O
42824,that,O
42825,it,O
42826,will,O
42827,not,O
42828,hover,O
42829,.,O
42830,Please,O
42831,fly,O
42832,with,O
42833,caution,O
42834,"""",O
42835,Aircraft,O
42836,is,O
42837,returning,O
42838,to,O
42839,the,O
42840,Home,B-COMPONENT
42841,Point,B-STATE
42842,.,O
42843,Minimum,B-STATE
42844,RTH,I-STATE
42845,Altitude,B-PARAMETER
42846,is,O
42847,nnn,O
42848,.,O
42849,You,O
42850,can,O
42851,reset,B-ACTION
42852,the,O
42853,RTH,B-STATE
42854,Altitude,B-PARAMETER
42855,in,O
42856,Remote,B-COMPONENT
42857,Controller,I-COMPONENT
42858,Settings,I-COMPONENT
42859,after,O
42860,cancelling,B-ACTION
42861,RTH,B-STATE
42862,if,O
42863,necessary,O
42864,Aircraft,O
42865,is,O
42866,returning,O
42867,to,O
42868,the,O
42869,Home,B-COMPONENT
42870,Point,B-STATE
42871,.,O
42872,RTH,B-STATE
42873,Altitude,B-PARAMETER
42874,is,O
42875,nnn,O
42876,.,O
42877,You,O
42878,can,O
42879,reset,B-ACTION
42880,the,O
42881,RTH,B-STATE
42882,Altitude,B-PARAMETER
42883,in,O
42884,Remote,B-COMPONENT
42885,Controller,I-COMPONENT
42886,Settings,I-COMPONENT
42887,after,O
42888,cancelling,B-ACTION
42889,RTH,B-STATE
42890,if,O
42891,necessary,O
42892,Aircraft,O
42893,is,O
42894,returning,O
42895,to,O
42896,the,O
42897,starting,B-ACTION
42898,point,B-STATE
42899,Aircraft,O
42900,is,O
42901,too,O
42902,far,O
42903,away,O
42904,Aircraft,O
42905,switched,B-STATE
42906,to,O
42907,ATTI,O
42908,mode,O
42909,Altitude,B-PARAMETER
42910,Less,O
42911,than,O
42912,nnn,O
42913,.,O
42914,Can,O
42915,not,O
42916,enable,B-ACTION
42917,Follow,I-ACTION
42918,Me,O
42919,Mode,B-PARAMETER
42920,Arrived,B-ACTION
42921,at,O
42922,End,B-FUNCTION
42923,Point,B-STATE
42924,At,O
42925,least,B-STATE
42926,two,O
42927,Waypoints,B-COMPONENT
42928,are,O
42929,needed,B-ACTION
42930,Barometer,B-COMPONENT
42931,Dead,O
42932,in,O
42933,Air,O
42934,Battery,B-COMPONENT
42935,temperature,O
42936,is,O
42937,below,O
42938,15,O
42939,degrees,B-PARAMETER
42940,Celsius,I-PARAMETER
42941,.,O
42942,Warm,B-STATE
42943,up,O
42944,the,O
42945,battery,O
42946,temperature,O
42947,to,O
42948,above,O
42949,25,O
42950,degree,B-PARAMETER
42951,Celsius,I-PARAMETER
42952,to,O
42953,ensure,O
42954,a,O
42955,safe,O
42956,flight,O
42957,Battery,B-COMPONENT
42958,:,O
42959,Battery,B-COMPONENT
42960,Error,B-ISSUE
42961,.,O
42962,Return,B-ACTION
42963,home,O
42964,and,O
42965,land,O
42966,soon,O
42967,.,O
42968,View,B-COMPONENT
42969,the,O
42970,checklist,O
42971,after,O
42972,landing,O
42973,Battery,B-COMPONENT
42974,:,O
42975,Overcurrent,B-COMPONENT
42976,During,O
42977,Discharge,B-ACTION
42978,Cancel,I-ACTION
42979,Landing,I-ACTION
42980,Failed,B-ISSUE
42981,Cancel,B-ACTION
42982,Return,I-ACTION
42983,-,O
42984,to,O
42985,-,O
42986,Home,B-COMPONENT
42987,Failed,B-ISSUE
42988,Can,O
42989,not,O
42990,enter,B-ACTION
42991,the,O
42992,selected,B-STATE
42993,flight,O
42994,mode,O
42995,.,O
42996,Try,B-ACTION
42997,again,O
42998,later,O
42999,Compass,B-COMPONENT
43000,Error,B-ISSUE
43001,Compass,B-COMPONENT
43002,Error,B-ISSUE
43003,.,O
43004,Magnetic,O
43005,Filed,B-ACTION
43006,Interference,O
43007,.,O
43008,Exit,B-ACTION
43009,P,O
43010,-,O
43011,GPS,O
43012,Mode,B-PARAMETER
43013,Critical,O
43014,low,O
43015,battery,O
43016,.,O
43017,Aircraft,O
43018,returning,O
43019,to,O
43020,home,O
43021,(,O
43022,Code,O
43023,:,O
43024,30184,O
43025,),O
43026,Critically,O
43027,Low,O
43028,Battery,B-COMPONENT
43029,.,O
43030,Aircraft,O
43031,Landing,B-ACTION
43032,Critically,O
43033,low,O
43034,power,O
43035,.,O
43036,Aircraft,O
43037,is,O
43038,landing,O
43039,Critically,O
43040,Low,O
43041,Voltage,B-PARAMETER
43042,.,O
43043,Aircraft,O
43044,will,O
43045,land,O
43046,Data,B-PARAMETER
43047,Recorder,B-COMPONENT
43048,File,O
43049,Index,O
43050,is,O
43051,nnn,O
43052,"""",O
43053,Detected,O
43054,side,O
43055,/,O
43056,backward,O
43057,/,O
43058,forward,O
43059,shock,O
43060,/,O
43061,possible,O
43062,collision,O
43063,",",O
43064,aircraft,O
43065,is,O
43066,pitching,O
43067,/,O
43068,rolling,O
43069,sharply,O
43070,forward,O
43071,/,O
43072,backwards,O
43073,/,O
43074,left,O
43075,/,O
43076,right,O
43077,"""",O
43078,Downlink,B-COMPONENT
43079,data,O
43080,connection,O
43081,lost,O
43082,for,O
43083,nnn,O
43084,seconds,O
43085,Drone,B-COMPONENT
43086,is,O
43087,Vibrating,B-ACTION
43088,Executing,I-ACTION
43089,waypoint,B-COMPONENT
43090,mission,B-FUNCTION
43091,Exiting,B-ACTION
43092,GPS,O
43093,mode,O
43094,:,O
43095,Unknown,B-STATE
43096,Error,B-ISSUE
43097,Flight,B-ACTION
43098,Mode,B-PARAMETER
43099,Set,B-ACTION
43100,to,O
43101,Attitude,B-PARAMETER
43102,/,O
43103,Atti,B-STATE
43104,Set,B-ACTION
43105,the,O
43106,Flight,B-ACTION
43107,Mode,B-PARAMETER
43108,to,O
43109,P,O
43110,-,O
43111,mode,O
43112,/,O
43113,GPS,O
43114,to,O
43115,ensure,O
43116,flight,O
43117,safety,O
43118,/,O
43119,fly,O
43120,safe,O
43121,GEO,B-STATE
43122,:,O
43123,You,O
43124,are,O
43125,in,O
43126,a,O
43127,Warning,B-ISSUE
43128,Zone,B-COMPONENT
43129,(,O
43130,Airport,O
43131,Class,B-PARAMETER
43132,Airspace,B-COMPONENT
43133,Unpaved,B-STATE
43134,Airports,O
43135,Power,B-PARAMETER
43136,Plant,B-COMPONENT
43137,),O
43138,.,O
43139,Fly,B-ACTION
43140,with,O
43141,caution,O
43142,GPS,O
43143,signal,O
43144,weak,O
43145,.,O
43146,Hovering,B-ISSUE
43147,unstable,B-STATE
43148,.,O
43149,Fly,B-ACTION
43150,with,O
43151,caution,O
43152,(,O
43153,Code,O
43154,:,O
43155,30002,O
43156,),O
43157,Home,B-COMPONENT
43158,Point,B-STATE
43159,Recorded,B-FUNCTION
43160,Homepoint,B-COMPONENT
43161,updated,B-ACTION
43162,Landing,I-ACTION
43163,Canceled,I-ACTION
43164,Low,O
43165,battery,O
43166,.,O
43167,Return,B-ACTION
43168,to,O
43169,home,O
43170,promptly,O
43171,(,O
43172,Code,O
43173,:,O
43174,120732,O
43175,),O
43176,Low,O
43177,battery,O
43178,.,O
43179,Return,B-ACTION
43180,to,O
43181,home,O
43182,promptly,O
43183,(,O
43184,Code,O
43185,:,O
43186,30183,O
43187,),O
43188,"""",O
43189,Low,O
43190,power,O
43191,",",O
43192,please,O
43193,replace,B-ACTION
43194,the,O
43195,battery,O
43196,"""",O
43197,Maximum,O
43198,Flight,B-ACTION
43199,Altitude,B-PARAMETER
43200,Reached,B-ISSUE
43201,.,O
43202,Adjust,B-ACTION
43203,altitude,O
43204,in,O
43205,MC,B-PARAMETER
43206,Settings,B-COMPONENT
43207,if,O
43208,required,B-ACTION
43209,Mobile,B-COMPONENT
43210,device,I-COMPONENT
43211,CPU,B-PARAMETER
43212,fully,O
43213,loaded,B-ACTION
43214,.,O
43215,Related,B-FUNCTION
43216,performance,O
43217,will,O
43218,be,O
43219,affected,O
43220,Motor,B-COMPONENT
43221,is,O
43222,Blocked,B-ISSUE
43223,Motor,B-COMPONENT
43224,Obstructed,B-STATE
43225,.,O
43226,Propulsion,B-COMPONENT
43227,output,B-FUNCTION
43228,is,O
43229,limited,B-STATE
43230,to,O
43231,ensure,O
43232,the,O
43233,health,B-STATE
43234,of,O
43235,the,O
43236,battery,O
43237,Motors,B-COMPONENT
43238,Started,B-ACTION
43239,Not,O
43240,Enough,B-ISSUE
43241,Force,B-PARAMETER
43242,/,O
43243,ESC,B-STATE
43244,Error,B-ISSUE
43245,Propeller,B-COMPONENT
43246,Fell,B-ACTION
43247,Off,O
43248,Remote,B-COMPONENT
43249,controller,O
43250,disconnected,B-STATE
43251,from,O
43252,aircraft,O
43253,(,O
43254,Code,O
43255,:,O
43256,30029,O
43257,),O
43258,Return,B-ACTION
43259,-,O
43260,to,O
43261,-,O
43262,Home,B-COMPONENT
43263,Altitude,B-PARAMETER
43264,:,O
43265,nnn,O
43266,Returning,B-ACTION
43267,Home,B-COMPONENT
43268,RTH,B-STATE
43269,altitude,O
43270,adjusted,B-ACTION
43271,to,O
43272,nnn,O
43273,(,O
43274,Code,O
43275,:,O
43276,120852,O
43277,),O
43278,Setting,B-FUNCTION
43279,new,O
43280,Maximum,O
43281,Flight,B-ACTION
43282,Altitude,B-PARAMETER
43283,to,O
43284,nnn,O
43285,(,O
43286,nnn,O
43287,),O
43288,Setting,B-FUNCTION
43289,new,O
43290,Return,B-ACTION
43291,-,O
43292,To,O
43293,-,O
43294,Home,B-COMPONENT
43295,altitude,O
43296,to,O
43297,nnn,O
43298,(,O
43299,nnn,O
43300,),O
43301,Signal,B-COMPONENT
43302,Lost,B-ISSUE
43303,.,O
43304,Aircraft,O
43305,returning,O
43306,to,O
43307,Home,B-COMPONENT
43308,Point,B-STATE
43309,Strong,I-STATE
43310,wireless,B-COMPONENT
43311,interference,O
43312,.,O
43313,Please,O
43314,fly,O
43315,with,O
43316,caution,O
43317,Switched,B-STATE
43318,to,O
43319,A,O
43320,(,O
43321,Attitude)-mode,B-STATE
43322,Switched,I-STATE
43323,to,O
43324,P,O
43325,(,O
43326,Positioning)-mode,B-PARAMETER
43327,Taking,B-ACTION
43328,off,O
43329,The,O
43330,remaining,B-STATE
43331,battery,O
43332,is,O
43333,only,O
43334,enough,B-ISSUE
43335,for,O
43336,RTH,B-STATE
43337,.,O
43338,Return,B-ACTION
43339,home,O
43340,now,O
43341,"""",O
43342,Tip,B-COMPONENT
43343,:,O
43344,Aircraft,O
43345,reached,O
43346,maximum,O
43347,distance,O
43348,",",O
43349,please,O
43350,pay,B-ACTION
43351,attention,B-PARAMETER
43352,to,O
43353,flight,O
43354,safety,O
43355,"""",O
43356,"""",O
43357,To,O
43358,take,O
43359,off,O
43360,in,O
43361,non,O
43362,-,O
43363,P,O
43364,mode,O
43365,",",O
43366,toggle,B-ACTION
43367,Flight,I-ACTION
43368,Mode,B-PARAMETER
43369,Switch,B-ACTION
43370,to,O
43371,another,O
43372,mode,O
43373,and,O
43374,then,O
43375,toggle,B-ACTION
43376,it,O
43377,back,O
43378,"""",O
43379,Warning,B-ISSUE
43380,:,O
43381,Aircraft,O
43382,is,O
43383,less,O
43384,than,O
43385,nnn,O
43386,(,O
43387,minimum,B-STATE
43388,),O
43389,away,O
43390,from,O
43391,the,O
43392,object,B-COMPONENT
43393,below,O
43394,Warning,B-ISSUE
43395,:,O
43396,Battery,B-COMPONENT
43397,Temperature,B-PARAMETER
43398,Below,O
43399,15,O
43400,°,B-PARAMETER
43401,C,I-PARAMETER
43402,(,O
43403,59F,O
43404,),O
43405,.,O
43406,Warm,B-STATE
43407,battery,O
43408,to,O
43409,above,O
43410,25,O
43411,°,B-PARAMETER
43412,C,I-PARAMETER
43413,(,O
43414,77F,O
43415,),O
43416,before,O
43417,flying,O
43418,Warning,B-ISSUE
43419,:,O
43420,Command,B-FUNCTION
43421,Failed,B-ISSUE
43422,Warning,I-ISSUE
43423,:,O
43424,Command,B-FUNCTION
43425,Timeout,B-ISSUE
43426,Warning,I-ISSUE
43427,:,O
43428,Max,O
43429,Flight,B-ACTION
43430,Altitude,B-PARAMETER
43431,Reached,B-ISSUE
43432,.,O
43433,Adjust,B-ACTION
43434,in,O
43435,Main,O
43436,Controller,B-COMPONENT
43437,Settings,I-COMPONENT
43438,if,O
43439,necessary,O
43440,Warning,B-ISSUE
43441,:,O
43442,Motor,B-COMPONENT
43443,Obstructed,B-STATE
43444,Warning,B-ISSUE
43445,:,O
43446,Motor,B-COMPONENT
43447,Overloaded,B-STATE
43448,.,O
43449,Aircraft,O
43450,will,O
43451,decelerate,B-ACTION
43452,to,O
43453,ensure,O
43454,safety,O
43455,Waypoint,B-COMPONENT
43456,Mission,B-FUNCTION
43457,Paused,B-ACTION
43458,Waypoint,B-COMPONENT
43459,Mission,B-FUNCTION
43460,Start,B-ACTION
43461,Weak,O
43462,image,O
43463,transmission,B-COMPONENT
43464,signal,O
43465,.,O
43466,Adjust,B-ACTION
43467,antennas,O
43468,(,O
43469,Code,O
43470,:,O
43471,80004,O
43472,),O
43473,Yaw,B-COMPONENT
43474,Error,B-ISSUE
43475,"""",O
43476,Aircraft,O
43477,is,O
43478,in,O
43479,Attitude,B-PARAMETER
43480,mode,O
43481,",",O
43482,so,O
43483,that,O
43484,it,O
43485,will,O
43486,not,O
43487,hover,O
43488,.,O
43489,Please,O
43490,fly,O
43491,with,O
43492,caution,O
43493,"""",O
43494,Arrived,B-ACTION
43495,at,O
43496,End,B-FUNCTION
43497,Point,B-STATE
43498,At,O
43499,least,B-STATE
43500,two,O
43501,Waypoints,B-COMPONENT
43502,are,O
43503,needed,B-ACTION
43504,Battery,B-COMPONENT
43505,temperature,O
43506,is,O
43507,below,O
43508,15,O
43509,degrees,B-PARAMETER
43510,Celsius,I-PARAMETER
43511,.,O
43512,Warm,B-STATE
43513,up,O
43514,the,O
43515,battery,O
43516,temperature,O
43517,to,O
43518,above,O
43519,25,O
43520,degree,B-PARAMETER
43521,Celsius,I-PARAMETER
43522,to,O
43523,ensure,O
43524,a,O
43525,safe,O
43526,flight,O
43527,Battery,B-COMPONENT
43528,:,O
43529,Battery,B-COMPONENT
43530,Error,B-ISSUE
43531,.,O
43532,Return,B-ACTION
43533,home,O
43534,and,O
43535,land,O
43536,soon,O
43537,.,O
43538,View,B-COMPONENT
43539,the,O
43540,checklist,O
43541,after,O
43542,landing,O
43543,Cancel,B-ACTION
43544,Landing,I-ACTION
43545,Failed,B-ISSUE
43546,Cancel,B-ACTION
43547,Return,I-ACTION
43548,-,O
43549,to,O
43550,-,O
43551,Home,B-COMPONENT
43552,Failed,B-ISSUE
43553,Compass,B-COMPONENT
43554,Error,B-ISSUE
43555,Compass,B-COMPONENT
43556,Error,B-ISSUE
43557,.,O
43558,Magnetic,O
43559,Filed,B-ACTION
43560,Interference,O
43561,.,O
43562,Exit,B-ACTION
43563,P,O
43564,-,O
43565,GPS,O
43566,Mode,B-PARAMETER
43567,Critically,O
43568,Low,O
43569,Battery,B-COMPONENT
43570,.,O
43571,Aircraft,O
43572,Landing,B-ACTION
43573,Critically,O
43574,low,O
43575,power,O
43576,.,O
43577,Aircraft,O
43578,is,O
43579,landing,O
43580,Critically,O
43581,Low,O
43582,Voltage,B-PARAMETER
43583,.,O
43584,Aircraft,O
43585,will,O
43586,land,O
43587,Data,B-PARAMETER
43588,Recorder,B-COMPONENT
43589,File,O
43590,Index,O
43591,is,O
43592,nnn,O
43593,"""",O
43594,Detected,O
43595,side,O
43596,/,O
43597,backward,O
43598,/,O
43599,forward,O
43600,shock,O
43601,/,O
43602,possible,O
43603,collision,O
43604,",",O
43605,aircraft,O
43606,is,O
43607,pitching,O
43608,/,O
43609,rolling,O
43610,sharply,O
43611,forward,O
43612,/,O
43613,backwards,O
43614,/,O
43615,left,O
43616,/,O
43617,right,O
43618,"""",O
43619,Downlink,B-COMPONENT
43620,data,O
43621,connection,O
43622,lost,O
43623,for,O
43624,nnn,O
43625,seconds,O
43626,Flight,B-ACTION
43627,Mode,B-PARAMETER
43628,Set,B-ACTION
43629,to,O
43630,Attitude,B-PARAMETER
43631,/,O
43632,Atti,B-STATE
43633,Set,B-ACTION
43634,the,O
43635,Flight,B-ACTION
43636,Mode,B-PARAMETER
43637,to,O
43638,P,O
43639,-,O
43640,mode,O
43641,/,O
43642,GPS,O
43643,to,O
43644,ensure,O
43645,flight,O
43646,safety,O
43647,/,O
43648,fly,O
43649,safe,O
43650,GEO,B-STATE
43651,:,O
43652,You,O
43653,are,O
43654,in,O
43655,a,O
43656,Warning,B-ISSUE
43657,Zone,B-COMPONENT
43658,(,O
43659,Airport,O
43660,Class,B-PARAMETER
43661,Airspace,B-COMPONENT
43662,Unpaved,B-STATE
43663,Airports,O
43664,Power,B-PARAMETER
43665,Plant,B-COMPONENT
43666,),O
43667,.,O
43668,Fly,B-ACTION
43669,with,O
43670,caution,O
43671,Home,B-COMPONENT
43672,Point,B-STATE
43673,Recorded,B-FUNCTION
43674,Landing,B-ACTION
43675,Canceled,I-ACTION
43676,"""",O
43677,Low,O
43678,power,O
43679,",",O
43680,please,O
43681,replace,B-ACTION
43682,the,O
43683,battery,O
43684,"""",O
43685,Maximum,O
43686,Flight,B-ACTION
43687,Altitude,B-PARAMETER
43688,Reached,B-ISSUE
43689,.,O
43690,Adjust,B-ACTION
43691,altitude,O
43692,in,O
43693,MC,B-PARAMETER
43694,Settings,B-COMPONENT
43695,if,O
43696,required,B-ACTION
43697,Mobile,B-COMPONENT
43698,device,I-COMPONENT
43699,CPU,B-PARAMETER
43700,fully,O
43701,loaded,B-ACTION
43702,.,O
43703,Related,B-FUNCTION
43704,performance,O
43705,will,O
43706,be,O
43707,affected,O
43708,Not,O
43709,Enough,B-ISSUE
43710,Force,B-PARAMETER
43711,/,O
43712,ESC,B-STATE
43713,Error,B-ISSUE
43714,Return,B-ACTION
43715,-,O
43716,to,O
43717,-,O
43718,Home,B-COMPONENT
43719,Altitude,B-PARAMETER
43720,:,O
43721,nnn,O
43722,Returning,B-ACTION
43723,Home,B-COMPONENT
43724,Setting,B-FUNCTION
43725,new,O
43726,Maximum,O
43727,Flight,B-ACTION
43728,Altitude,B-PARAMETER
43729,to,O
43730,nnn,O
43731,(,O
43732,nnn,O
43733,),O
43734,Setting,B-FUNCTION
43735,new,O
43736,Return,B-ACTION
43737,-,O
43738,To,O
43739,-,O
43740,Home,B-COMPONENT
43741,altitude,O
43742,to,O
43743,nnn,O
43744,(,O
43745,nnn,O
43746,),O
43747,Signal,B-COMPONENT
43748,Lost,B-ISSUE
43749,.,O
43750,Aircraft,O
43751,returning,O
43752,to,O
43753,Home,B-COMPONENT
43754,Point,B-STATE
43755,Strong,I-STATE
43756,wireless,B-COMPONENT
43757,interference,O
43758,.,O
43759,Please,O
43760,fly,O
43761,with,O
43762,caution,O
43763,Taking,B-ACTION
43764,off,O
43765,Video,B-COMPONENT
43766,cache,I-COMPONENT
43767,has,O
43768,stopped,B-ACTION
43769,because,O
43770,there,O
43771,is,O
43772,not,O
43773,enough,B-ISSUE
43774,storage,B-PARAMETER
43775,space,B-COMPONENT
43776,.,O
43777,You,O
43778,can,O
43779,enable,B-ACTION
43780,Auto,I-ACTION
43781,Cache,B-COMPONENT
43782,Clear,B-ACTION
43783,or,O
43784,manually,O
43785,delete,B-ACTION
43786,cache,B-COMPONENT
43787,to,O
43788,get,B-ACTION
43789,enough,B-ISSUE
43790,space,B-COMPONENT
43791,Warning,B-ISSUE
43792,:,O
43793,Battery,B-COMPONENT
43794,Temperature,B-PARAMETER
43795,Below,O
43796,15,O
43797,°,B-PARAMETER
43798,C,I-PARAMETER
43799,(,O
43800,59F,O
43801,),O
43802,.,O
43803,Warm,B-STATE
43804,battery,O
43805,to,O
43806,above,O
43807,25,O
43808,°,B-PARAMETER
43809,C,I-PARAMETER
43810,(,O
43811,77F,O
43812,),O
43813,before,O
43814,flying,O
43815,Warning,B-ISSUE
43816,:,O
43817,Command,B-FUNCTION
43818,Timeout,B-ISSUE
43819,Warning,I-ISSUE
43820,:,O
43821,Max,O
43822,Flight,B-ACTION
43823,Altitude,B-PARAMETER
43824,Reached,B-ISSUE
43825,.,O
43826,Adjust,B-ACTION
43827,in,O
43828,Main,O
43829,Controller,B-COMPONENT
43830,Settings,I-COMPONENT
43831,if,O
43832,necessary,O
43833,Warning,B-ISSUE
43834,:,O
43835,Motor,B-COMPONENT
43836,Overloaded,B-STATE
43837,.,O
43838,Aircraft,O
43839,will,O
43840,decelerate,B-ACTION
43841,to,O
43842,ensure,O
43843,safety,O
43844,Yaw,B-COMPONENT
43845,Error,B-ISSUE
43846,Abnormal,I-ISSUE
43847,compass,O
43848,function,B-FUNCTION
43849,or,O
43850,GPS,O
43851,signal,O
43852,detected,O
43853,.,O
43854,Aircraft,O
43855,switched,B-STATE
43856,to,O
43857,ATTI,O
43858,mode,O
43859,Accelerator,O
43860,is,O
43861,Over,O
43862,Range,B-PARAMETER
43863,ActiveTrack,O
43864,Flight,B-ACTION
43865,Ended,I-ACTION
43866,:,O
43867,Cannot,O
43868,find,O
43869,subject,B-PARAMETER
43870,ActiveTrack,O
43871,Flight,B-ACTION
43872,Stopped,I-ACTION
43873,Aircraft,O
43874,Entering,B-ACTION
43875,Restricted,O
43876,Area,B-STATE
43877,Advanced,O
43878,RTH,B-STATE
43879,Image,B-COMPONENT
43880,Transmission,I-COMPONENT
43881,Recovered,B-ISSUE
43882,.,O
43883,Aircraft,O
43884,is,O
43885,returning,O
43886,home,O
43887,AE,O
43888,Locked,B-STATE
43889,.,O
43890,Metering,B-ACTION
43891,disabled,O
43892,"""",O
43893,Aircraft,O
43894,close,B-ACTION
43895,to,O
43896,Home,B-COMPONENT
